roomNumber,FloorHeight,Width,Length,Rotation,SouthContextOffset,EastContextOffset,NorthContextOffset,WestContextOffset,SouthContextHeight,EastContextHeight,NorthContextHeight,WestContextHeight,SouthShadingDepth,EastShadingDepth,NorthShadingDepth,WestShadingDepth,NorthGlazingRatio,WestGlazingRatio,SouthGlazingRatio,EastGlazingRatio,NorthWindowHeight,WestWindowHeight,SouthWindowHeight,EastWindowHeight,NorthWindowSill,WestWindowSill,SouthWindowSill,EastWindowSill,sDA1,sDA2,sDA3,sDA4,sDA5,sDA6,sDA7,sDA8,sDA9,UDI1,UDI2,UDI3,UDI4,UDI5,UDI6,UDI7,UDI8,UDI9,ASE1,ASE2,ASE3,ASE4,ASE5,ASE6,ASE7,ASE8,ASE9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,17,82,-41,39,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.58,0,29.46,100,100,100,46.752525,62.612795,49.333333,29.116162,0,40.277778,58.979798,75.006734,65.617845,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
1,4,41,41,-36,27,69,69,3,7,16,128,144,1.5,2.78,2.23,1.47,0.8,0.4,0.5,0.1,7,6,6,10,1,3,2,0,73.11,0.55,55.83,61.73,0,46.5,75.17,0.55,57.75,84.489712,11.42524,85.932785,84.030178,0,77.632373,84.544582,11.161866,86.801097,23.73,0,0.27,20.03,0,0,26.2,0,0.41
2,8,17,41,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,82.15,71.38,100,0.67,0,78.79,100,100,100,90.579125,84.83165,81.946128,12.397306,0,92.508418,25.252525,26.882155,17.050505,8.08,0,0,1.01,0,0,98.32,98.99,98.99
3,6,90,80,-29,42,31,66,33,139,8,39,95,0.53,2.72,1.17,2.43,0.7,0.2,0.3,0.8,4,4,0,2,4,0,3,5,68.93,5.66,52.32,54.56,0,39.91,93.22,47.11,81.68,75.872642,18.488327,77.926127,70.173899,0,65.201791,70.069396,71.067477,82.070995,28.3,0.16,0.35,25.6,0,0,38.54,12.06,12.34
4,5,47,54,-21,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.3,0.6,0.8,5,7,9,5,2,4,3,4,93.01,38.8,94.89,62.54,0,65.05,100,76.16,100,77.072581,66.383513,75.476703,80.217742,0,77.572581,66.183692,84.271505,68.166667,39.96,17.2,18.28,23.57,0,0,52.96,22.4,18.19
5,7,44,63,-27,30,48,89,6,38,36,136,79,2.72,1.08,2.86,1.66,0,0.1,0.7,0.8,9,10,1,7,3,1,5,3,0.57,0,73.48,0,0,67.7,100,100,100,10.260263,6.167488,88.093596,0,0,84.206056,76.64532,78.07225,59.935961,0.74,0,0.25,0,0,0,36.95,35.47,32.76
6,3,37,59,-24,28,76,37,11,113,7,62,2,0.74,1.93,2.6,2.35,0.2,0.3,0.9,0.6,7,8,7,5,2,1,4,1,25,12.93,66.24,1.6,0,43.06,48.61,38.35,76.5,56.651709,39.941239,76.09188,14.246795,0,52.939103,84.03312,75.96688,79.907051,2.46,1.39,1.82,0.32,0,0,6.09,3.85,4.38
7,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,2,8,5,4,5,5,3,13.95,7.01,95.38,0,0,68.85,97.3,88.79,100,65.071317,57.242555,80.902429,0,0,81.302508,83.280956,83.077194,64.166928,2.78,2.47,3.29,0,0,0,22.92,21.16,11.56
8,4,33,25,-23,94,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,15,64,33,55,56,57,46,108,67,68,46,0.55,1.88,1,1.49,0.3,0.9,0.9,0.3,10,9,6,7,3,3,2,3,76.43,62.14,58.47,14.29,0,5.48,84.05,58.57,71.69,,,,,,,,,,,,,,,,,,
10,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,3,8,5,4,5,5,3,3.25,0,93.26,0,0,68.61,97.22,88.91,100,53.336599,45.287226,81.287618,0,0,81.294671,83.257445,83.03174,64.157132,2.31,2.19,2.9,0,0,0,22.92,21.16,11.56
11,8,15,64,33,55,56,57,46,108,67,68,46,0.55,1.88,1,1.49,0.3,0.9,0.9,0.3,10,9,6,7,3,3,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,33,25,-23,94,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,85.82,100,100,100,90.712727,84.902098,81.385455,12.926573,0,92.632727,25.91958,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
14,4,15,80,-29,42,31,66,25,139,121,39,107,0.53,2.72,1.17,2.43,0.7,0.9,0.3,0.8,4,7,0,2,4,0,4,1,100,81.34,99.81,25.79,0,14.91,100,99.81,100,76.477358,95.345912,93.2,30.687631,0,29.554717,74.628302,95.333962,95.429769,32.45,0,0.57,15.09,0,0,40.75,0,0
15,6,94,82,-42,39,41,23,73,2,7,67,93,0.84,0.5,0.03,0.27,0.7,0.1,0.6,0.8,8,5,2,9,3,2,1,5,48.21,6.57,71.86,23.21,0,63.74,76.49,46.42,93.07,70.644564,17.271207,78.424731,47.203704,0,78.210872,78.233274,68.876344,68.678017,20.55,3.85,9.62,6.21,0,5.23,25.21,10.9,15.8
16,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,2,8,5,4,5,5,3,13.95,7.01,95.38,0,0,68.26,97.26,88.79,100,65.071708,57.24569,80.90047,0,0,81.291144,83.287618,83.058386,64.166536,2.78,2.47,3.29,0,0,0,22.92,21.16,11.56
17,5,47,54,-21,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.3,0.6,0.8,5,7,9,5,2,4,3,4,93.01,38.8,94.89,62.54,0,64.96,100,76.16,100,77.072581,66.383513,75.476703,80.217742,0,77.534946,66.183692,84.271505,68.166667,39.96,17.2,18.28,23.57,0,0,52.96,22.4,18.19
18,6,90,80,-29,42,31,66,33,139,8,39,95,0.53,2.72,1.17,2.43,0.7,0.2,0.3,0.8,4,4,0,2,4,0,3,5,68.93,5.56,52.32,54.72,0,40.07,93.51,47.07,81.68,75.871069,18.492805,77.931564,70.090566,0,65.258714,70.037096,71.331308,82.070995,28.3,0.16,0.35,25.6,0,0,38.54,12.06,12.34
19,4,17,82,-41,39,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.58,0,29.46,100,100,100,46.752525,62.616162,49.333333,29.116162,0,40.265993,58.979798,75.006734,65.542088,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
20,8,15,90,33,55,56,58,46,104,66,23,46,0.55,1.89,1,1.58,0.3,0.9,0.9,0.3,10,9,6,7,4,5,2,3,100,100,100,17.12,0,44.63,100,99.81,100,21.911667,30.78,20.2,28.772881,0,50.253704,68.928333,86.394444,64.694444,77,55.67,56.5,11.36,0,3.7,78.83,52.96,67.22
21,6,90,80,-29,42,31,64,33,139,8,39,95,0.53,2.72,1.17,2.43,0.7,0.2,0.3,0.8,4,4,0,2,4,0,3,5,68.77,5.66,52.67,54.28,0,40.07,93.22,46.95,81.52,76.097799,18.511673,77.969939,69.77327,0,65.067157,70.215542,70.866326,82.299009,28.3,0.16,0.35,25.6,0,0,38.47,12.06,12.34
22,4,17,82,-41,39,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.58,0,29.46,100,100,100,46.752525,62.616162,49.348485,29.109428,0,40.277778,58.979798,75.006734,65.548822,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
23,8,67,62,-33,55,40,31,80,22,37,66,53,1.97,2.27,1.08,2.82,0,0.2,0.7,0.8,2,3,8,5,3,3,5,3,32.71,30.71,100,0,0,100,84.26,72.12,100,62.570953,59.261641,72.466186,0,0,78.735033,84.64357,83.527162,58.716186,17.29,16.46,15.63,0,0,0,20.68,20.45,15.02
24,5,47,54,-21,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.3,0.6,0.8,5,7,9,5,2,4,3,4,93.01,38.89,94.89,62.54,0,65.05,100,76.34,100,77.072581,66.398746,75.476703,80.217742,0,77.572581,66.183692,84.27509,68.166667,39.96,17.2,18.28,23.57,0,0,52.96,22.4,18.19
25,5,33,60,-21,31,75,88,70,114,100,117,73,0.48,1.5,2.13,1.04,0.7,0.3,0.6,0.8,5,7,10,5,1,4,3,4,96.14,48.98,94.55,51.67,0,49.32,100,100,100,76.594318,80.992045,77.6125,69.325,0,69.596591,59.967045,82.065909,63.777273,43.75,17.84,17.39,21.67,0,0,59.32,32.27,23.52
26,4,33,25,-23,94,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4,33,25,-23,94,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,3,8,5,4,5,5,3,3.25,0,93.34,0,0,68.69,97.22,88.71,100,53.336599,45.222571,81.285658,0,0,81.298589,83.286442,82.981191,64.157132,2.31,2.19,2.9,0,0,0,22.92,21.16,11.56
29,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,85.82,100,100,100,90.712727,84.902098,81.385455,12.975524,0,92.607273,25.916084,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
30,4,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,86.18,100,100,100,90.712727,84.902098,81.385455,12.933566,0,92.636364,25.909091,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
32,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,3,8,5,4,5,5,3,3.25,0,92.99,0,0,68.97,97.22,88.99,100,53.212774,45.304075,81.284091,0,0,81.294671,83.257445,83.007837,64.157132,2.31,2.19,2.9,0,0,0,22.92,21.16,11.56
33,8,17,39,42,60,58,9,6,26,12,80,83,2.88,0.21,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.27,70.63,100,0.7,0,84,100,100,100,90.603636,84.723776,81.418182,13.13986,0,92.607273,25.062937,25.27972,16.482517,8.36,0,0,1.4,0,0,98.25,98.95,98.95
34,5,33,60,-21,31,75,88,70,114,100,117,73,0.48,1.5,2.13,1.04,0.7,0.3,0.6,0.8,5,7,10,5,1,4,3,4,96.14,48.98,94.43,51.67,0,49.32,100,100,100,76.594318,80.998864,77.614773,69.321429,0,69.596591,59.952273,82.065909,63.777273,43.75,17.84,17.39,21.67,0,0,59.32,32.27,23.52
35,8,15,90,33,55,56,58,46,104,66,23,46,0.55,1.89,1,1.58,0.3,0.9,0.9,0.3,10,9,6,7,4,5,2,3,100,100,100,17.12,0,44.63,100,99.81,100,21.911667,30.778333,20.203333,28.772881,0,50.253704,68.928333,86.385185,64.694444,77,55.67,56.5,11.36,0,3.7,78.83,52.96,67.22
36,4,17,82,-41,39,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.58,0,29.46,100,100,100,46.752525,62.614478,49.333333,29.116162,0,40.26431,58.900673,75.006734,65.548822,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
37,6,90,80,-29,42,31,64,33,139,8,39,95,0.53,2.72,1.17,2.43,0.7,0.2,0.3,0.8,4,4,0,2,4,0,3,5,68.77,5.66,52.61,53.96,0,40.07,93.09,46.95,81.39,76.097799,18.511992,78.175887,69.53805,0,65.145187,70.241126,70.866326,82.274704,28.3,0.16,0.35,25.6,0,0,38.47,12.06,12.34
38,5,47,54,-21,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.3,0.6,0.8,5,7,9,5,2,4,3,4,93.01,38.8,94.89,62.54,0,64.61,100,76.16,100,77.072581,66.431004,75.476703,80.217742,0,77.534946,66.183692,84.271505,68.166667,39.96,17.2,18.28,23.57,0,0,52.96,22.4,18.19
39,5,33,60,-21,31,75,88,70,114,100,117,73,0.48,1.5,2.13,1.04,0.7,0.3,0.6,0.8,5,7,10,5,1,4,3,4,96.14,49.09,94.43,51.67,0,49.32,100,100,100,76.594318,80.988636,77.614773,69.325,0,69.596591,59.952273,82.065909,63.777273,43.75,17.84,17.39,21.67,0,0,59.32,32.27,23.52
40,5,33,60,-21,31,75,88,70,114,100,117,73,0.48,1.5,2.13,0.72,0.7,0.3,0.6,0.8,5,7,10,5,1,4,3,4,97.05,52.16,95.45,50.83,0,49.66,100,100,100,75.681818,81.340909,76.620455,69.508333,0,69.704545,59.969318,81.978409,63.7125,46.14,21.25,21.48,21.67,0,0,59.32,32.27,23.52
41,5,33,60,-21,27,75,88,70,114,100,117,73,0.48,1.5,2.13,1.04,0.7,0.3,0.6,0.8,5,7,10,5,1,4,3,4,96.36,49.09,95.11,50.95,0,48.75,100,100,100,76.532955,81.073864,77.698864,69.672619,0,69.155682,60.236364,82.025,64.248864,43.75,17.84,17.39,21.67,0,0,59.32,32.27,23.52
42,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.75,0,29.63,100,100,100,46.360269,61.786195,49.872054,29.094276,0,40.424242,59.06229,75.335017,65.737374,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
43,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,85.82,100,100,100,90.712727,84.902098,81.385455,12.975524,0,92.607273,25.916084,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
44,4,17,82,-41,39,41,23,73,2,116,75,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.41,0,29.46,100,100,100,47.077441,62.385522,49.43771,28.981481,0,40.326599,59.765993,75.385522,65.83165,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
45,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,3,8,5,4,5,5,3,3.25,0,93.18,0,0,68.57,97.37,88.91,100,53.336599,45.25627,81.315047,0,0,81.294279,83.277038,83.065439,64.168887,2.31,2.19,2.9,0,0,0,22.92,21.16,11.56
46,5,47,54,-21,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.3,0.6,0.8,5,7,9,5,2,4,3,4,93.01,38.8,94.89,62.54,0,65.14,100,76.16,100,77.072581,66.383513,75.476703,80.225806,0,77.62276,66.183692,84.271505,68.166667,39.96,17.2,18.28,23.57,0,0,52.96,22.4,18.19
47,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,3,8,5,4,5,5,3,3.25,0,93.73,0,0,68.61,97.22,88.99,100,53.336599,45.278213,81.31779,0,0,81.294671,83.261364,82.997257,64.157132,2.31,2.19,2.9,0,0,0,22.92,21.16,11.56
48,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,86.18,100,100,100,90.712727,84.902098,81.385455,12.926573,0,92.636364,25.916084,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
49,4,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5,33,25,-21,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.7,0.3,0.6,0.4,5,7,10,5,1,2,3,4,100,34.94,100,100,0,100,100,40.06,100,53.440341,73.068182,55.741477,73.065341,0,77.900568,54.505682,82.338068,59.923295,74.15,15.06,25,51.42,0,0,76.99,7.67,11.93
51,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,86.18,100,100,100,90.712727,84.902098,81.385455,12.926573,0,92.610909,25.91958,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
52,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,3,8,5,4,5,5,3,3.25,0,93.3,0,0,68.57,97.26,89.11,100,53.336599,45.237461,81.301332,0,0,81.294279,83.229624,83.001176,64.157132,2.31,2.19,2.9,0,0,0,22.92,21.16,11.56
53,8,17,41,41,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.2,0.6,0.6,0.8,9,7,7,3,3,2,2,4,100,98.32,100,25.25,0,91.92,100,100,100,74.973064,88.626263,57.498316,50.094276,0,84.410774,24.323232,37.525253,18.902357,46.46,2.02,5.39,15.49,0,4.71,98.99,95.96,99.66
54,4,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
55,4,17,82,-41,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.41,0,29.46,100,100,100,47.148148,62.212121,49.693603,29.170034,0,40.296296,59.473064,75.486532,65.725589,78.62,49.66,50.84,13.13,0,0,57.91,29.46,12.96
56,5,47,54,-21,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.3,0.6,0.8,5,7,9,5,2,4,3,4,93.01,38.8,94.89,62.54,0,65.05,100,76.16,100,77.072581,66.383513,75.476703,80.217742,0,77.572581,66.183692,84.271505,68.166667,39.96,17.2,18.28,23.57,0,0,52.96,22.4,18.19
57,4,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.41,0,29.63,100,100,100,46.360269,61.777778,49.855219,29.122896,0,40.405724,58.993266,75.335017,65.757576,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
59,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,86.18,100,100,100,90.712727,84.902098,81.385455,12.933566,0,92.610909,25.916084,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
60,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.75,0,29.63,100,100,100,46.360269,61.782828,49.882155,29.13468,0,40.397306,59.026936,75.335017,65.757576,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
61,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.58,0,29.63,100,100,100,46.360269,61.782828,49.872054,29.119529,0,40.424242,59.06229,75.335017,65.737374,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
62,4,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
63,8,66,90,42,60,41,31,15,2,38,18,53,2.71,2.18,1.08,0.48,0.2,0.2,0.7,0.8,2,3,8,5,4,5,5,3,61.7,13.06,93.29,28.66,0,68.39,99.96,74.43,100,81.282197,55.246124,82.104651,41.46827,0,83.192747,73.792803,80.113636,60.360606,21.02,0,7.17,19.71,0,6.35,43.37,20.45,33.71
64,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,1,100,100,100,24.75,0,29.63,100,100,100,46.360269,61.786195,49.872054,29.080808,0,40.414141,59.011785,75.335017,65.757576,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
65,4,32,91,-20,90,86,25,70,7,80,145,77,0.82,2.38,0.03,1.15,0.7,0.2,0.6,0.4,5,9,10,8,1,2,2,1,50.4,19.05,52.38,22.54,0,27.06,69.13,41.03,68.41,71.011111,53.363492,74.860317,29.237302,0,37.621429,83.126984,83.581746,85.480952,19.76,4.76,3.89,12.06,0,0,22.94,4.76,3.33
66,4,18,20,-43,37,41,10,81,78,116,56,106,1.97,0.5,0.52,0.33,0.1,0.8,0.6,0.8,8,7,1,10,3,2,3,2,100,100,100,3.85,0,100,100,100,100,55.012821,57.987179,34.125874,24.525641,0,93.125874,74.980769,78.134615,49.897436,72.44,67.95,68.53,3.85,0,0,31.41,20.51,23.08
67,5,33,25,-21,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.7,0.3,0.6,0.4,5,7,10,5,1,2,3,4,100,34.94,100,100,0,100,100,40.06,100,53.440341,73.068182,55.741477,73.065341,0,77.900568,54.505682,82.338068,59.923295,74.15,15.06,25,51.42,0,0,76.99,7.67,11.93
68,8,67,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,3,8,5,4,5,5,3,3.25,0,93.18,0,0,68.61,97.22,88.83,100,53.336599,45.329937,81.280564,0,0,81.294671,83.261364,83.063088,64.168495,2.31,2.19,2.9,0,0,0,22.92,21.16,11.56
69,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,86.18,100,100,100,90.712727,84.902098,81.385455,12.975524,0,92.636364,25.91958,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
70,4,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4,32,91,-20,90,86,25,70,7,80,145,77,0.82,2.38,0.08,1.15,0.7,0.2,0.6,0.4,5,9,10,8,1,2,2,1,50.32,19.13,51.83,22.78,0,27.38,69.37,41.03,68.17,71.319048,53.280952,75.224603,29.242063,0,37.707143,83.237302,83.524603,85.596825,19.52,4.76,3.89,11.9,0,0,22.94,4.76,3.33
72,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,86.18,100,100,100,90.712727,84.902098,81.385455,12.926573,0,92.610909,25.91958,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
73,8,66,90,42,60,41,31,14,2,38,18,58,2.71,2.18,1.08,0.48,0.2,0.2,0.7,0.8,2,3,8,5,4,5,5,3,60.76,12.67,92.95,28.5,0,68.43,99.96,74.09,100,80.796212,54.575581,82.21938,41.357509,0,83.171857,73.778788,79.96553,60.520076,21.02,0,7.13,19.71,0,6.35,43.37,20.45,33.71
74,4,33,25,-23,27,76,83,70,121,100,146,77,0.48,2.39,2.05,1.23,0.7,0.3,0.6,0.4,5,7,10,5,1,2,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,8,59,88,-33,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0,0.2,0.7,0.8,2,3,8,5,4,5,5,3,3.01,0.18,93.77,0,0,64.9,99.56,98.01,100,62.970822,53.89611,81.05305,0,0,81.320955,82.243148,83.862953,63.091954,2.25,2.08,2.96,0,0,0,25.86,23.92,13.17
76,4,17,83,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.46,0,29.42,100,100,100,46.636364,62.347107,50.42314,28.778512,0,39.877686,59.277686,76.781818,66.289256,78.68,49.42,50.58,13.06,0,0,57.02,27.93,12.23
77,5,33,25,-21,90,86,22,70,79,80,145,74,1.95,2.27,0.43,1.01,0,0.2,0.6,0.3,5,9,9,8,1,2,3,1,31.25,17.9,100,0,0,100,40.34,22.44,100,66.678977,54.474432,72.039773,0,0,87.079545,80.789773,66.315341,73.292614,12.5,9.66,16.48,0,0,0,9.09,5.11,7.95
78,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.75,0,29.63,100,100,100,46.360269,61.782828,49.86532,29.089226,0,40.397306,58.993266,75.335017,65.757576,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
79,4,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
80,8,62,92,42,60,41,31,7,2,38,18,49,2.87,2.09,1.08,2.44,0.2,0.2,0.7,0.8,8,3,8,5,4,5,4,3,34.63,0,78.61,20.83,0,63.97,100,78.69,100,65.564974,30.281487,83.542583,34.754898,0,83.448621,73.203918,80.280288,59.205518,16.35,0,5.92,16.03,0,5.92,44.78,21.95,34.99
81,8,21,36,42,59,44,9,17,26,12,80,92,2.72,0.38,2.36,0.57,0.1,0.6,0.5,0.7,3,3,6,3,3,4,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.75,0,29.63,100,100,100,46.360269,61.786195,49.86532,29.089226,0,40.414141,59.048822,75.326599,65.757576,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
83,4,18,34,38,60,44,11,74,27,110,80,106,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.8,9,7,6,4,3,4,2,2,99.62,98.86,100,1.14,0,45.08,100,100,100,93.454545,94.787879,85.367424,5.780303,0,81.481061,57.94697,63.458333,46.412879,2.65,0,0,0.38,0,0,75,69.7,66.67
