roomNumber,FloorHeight,Width,Length,Rotation,SouthContextOffset,EastContextOffset,NorthContextOffset,WestContextOffset,SouthContextHeight,EastContextHeight,NorthContextHeight,WestContextHeight,SouthShadingDepth,EastShadingDepth,NorthShadingDepth,WestShadingDepth,NorthGlazingRatio,WestGlazingRatio,SouthGlazingRatio,EastGlazingRatio,NorthWindowHeight,WestWindowHeight,SouthWindowHeight,EastWindowHeight,NorthWindowSill,WestWindowSill,SouthWindowSill,EastWindowSill,sDA1,sDA2,sDA3,sDA4,sDA5,sDA6,sDA7,sDA8,sDA9,UDI1,UDI2,UDI3,UDI4,UDI5,UDI6,UDI7,UDI8,UDI9,ASE1,ASE2,ASE3,ASE4,ASE5,ASE6,ASE7,ASE8,ASE9
1497,9,23,88,-17,21,21,72,24,299,429,75,313,2.01,1.51,0.11,1.93,0.1,0.1,0.2,0.3,7,5,4,6,4,5,5,4,31.03,0,8.97,6.55,0,0,93.79,5.86,57.59,69.252874,15.875862,58.197701,23.203448,0,18.047126,86.955172,77.332184,91.436782,15.4,0,0,7.24,0,0,45.29,1.15,0
1498,8,28,77,-16,4,25,72,3,218,381,98,338,2.03,1.46,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.78,0,14.81,24.62,0,0,91.18,32.9,66.34,43.205882,0.079521,42.103486,34.142702,0,22.138344,81.33878,78.404139,90.120915,14.71,0,0,15.58,0,0,50.76,4.9,2.4
1499,8,23,39,-16,4,21,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,7,23,92,-21,21,23,69,13,202,169,78,373,1.99,2.2,1.91,2.22,0.8,0.2,0.5,0.3,9,5,4,5,4,5,5,4,58.36,0,33.88,40.22,0,19.45,92.9,1.31,51.69,71.981421,32.653552,72.901639,45.156284,0,38.653552,76.911475,73.195628,90.345355,30.71,0,0,24.04,0,0,40.44,0,0
1501,8,28,77,-16,4,25,72,3,218,381,98,338,2.03,1.11,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.56,0,14.81,24.51,0,0,93.68,39.11,71.02,43.117647,0.065359,42.14488,34.16122,0,22.094771,81.221133,80.739651,91.46732,14.71,0,0,15.58,0,0,54.79,9.15,4.68
1502,8,23,39,-16,4,21,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,9,23,88,-17,21,21,72,24,299,429,75,313,2.01,1.51,0.11,1.93,0.1,0.1,0.2,0.3,7,5,4,6,4,5,5,4,31.03,0,8.97,6.55,0,0,93.79,5.86,57.59,69.252874,15.875862,58.121839,23.203448,0,18.047126,86.955172,77.332184,91.436782,15.4,0,0,7.24,0,0,45.29,1.15,0
1504,7,29,86,-20,22,24,68,24,307,429,75,344,2.03,1.51,1.91,2.23,0.1,0.1,0.2,0.3,8,6,4,7,3,5,5,4,16.9,0.09,11.54,8.49,0,5.36,86.89,17.08,50.97,58.555863,15.555863,54.419206,21.077562,0,28.32964,88.660203,70.396122,90.814404,11.17,0,0,6.93,0,0,25.67,2.31,0
1505,8,23,39,-16,4,21,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,7,23,92,-23,21,23,69,13,202,169,86,364,2.07,2.2,2.06,2.22,0.8,0.2,0.5,0.3,9,5,4,5,5,5,5,4,59.34,0,34.1,39.89,0,17.92,93.66,2.3,52.68,71.998907,32.710383,72.967213,45.35082,0,38.131148,77.472131,73.127869,90.268852,30.71,0,0,23.83,0,0,41.42,0,0
1507,8,28,77,-16,4,25,72,3,218,381,98,338,2.03,1.46,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.78,0,14.81,24.62,0,0,91.29,32.9,66.34,43.205882,0.076253,42.091503,34.143791,0,22.122004,81.385621,78.404139,90.120915,14.71,0,0,15.58,0,0,50.76,4.9,2.4
1508,8,28,77,-16,4,25,72,3,218,381,98,338,2.03,1.46,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.78,0,14.81,24.62,0,0,90.96,32.14,66.01,43.205882,0.076253,42.079521,34.137255,0,22.12854,81.377996,78.449891,90.125272,14.71,0,0,15.58,0,0,50.76,4.9,2.4
1509,9,29,87,-16,5,24,72,24,307,436,75,344,2.03,1.51,0.11,2.17,0.1,0.1,0.2,0.3,2,4,4,7,3,5,5,4,26.95,0,0,18.24,0,0,96.55,18.87,56.62,63.630672,10.19147,41.287659,31.676951,0,11.108893,86.603448,77.713249,90.598911,14.61,0,0,15.61,0,0,46.19,3.27,0.27
1510,9,23,77,-16,4,25,72,22,218,381,94,338,2.03,1.11,0.11,1.98,0.1,0.1,0.2,0.3,6,5,1,2,4,5,5,4,34.77,0,6.67,4.18,0,0,94.51,68.76,77.91,71.728105,15.777778,50.060131,27.150327,0,11.175163,85.216993,85.132026,91.290196,16.21,0,0,6.93,0,0,60.39,16.34,8.1
1511,7,23,92,-23,21,23,69,13,202,169,86,364,2.07,2.2,2.06,2.22,0.8,0.2,0.5,0.3,9,5,4,5,5,5,5,4,59.34,0,34.1,39.89,0,17.92,93.66,2.3,52.57,71.998907,32.710383,72.830601,45.340984,0,38.131148,77.472131,73.108197,90.268852,30.71,0,0,23.83,0,0,41.42,0,0
1512,9,29,87,-16,5,24,72,24,307,436,75,344,2.03,1.51,0.11,2.17,0.1,0.1,0.2,0.3,2,4,4,7,3,5,5,4,26.95,0,0,18.06,0,0,96.46,18.87,57.26,63.630672,10.19147,41.306715,31.696007,0,11.129764,86.619782,77.713249,90.533575,14.61,0,0,15.61,0,0,46.19,3.27,0.27
1513,8,28,77,-16,4,25,72,3,218,381,98,338,2.03,1.11,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.56,0,14.81,24.51,0,0,93.68,39.11,71.02,43.117647,0.065359,42.063181,34.16122,0,22.094771,81.246187,80.739651,91.466231,14.71,0,0,15.58,0,0,54.79,9.15,4.68
1514,8,23,77,-16,20,22,72,3,214,381,98,338,1.86,1.46,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.32,0,34.12,23.14,0,28.24,90.2,26.93,81.18,41.49281,0.088889,63.529412,32.384314,0,52.667974,80.779085,76.803922,92.826144,14.38,0,0,14.64,0,0,51.37,5.49,0.92
1515,9,29,88,-17,5,25,72,24,303,429,75,313,2.01,1.51,0.11,1.93,0.1,0.1,0.2,0.3,7,5,3,6,4,5,5,4,24.14,0,0.54,17.06,0,0,94.28,15.79,55.99,66.475499,13.960073,48.705082,30.821234,0,12.559891,87.669691,78.130672,90.243194,13.25,0,0,13.52,0,0,44.28,1.91,0
1516,7,23,92,-23,21,23,69,13,202,169,86,364,2.07,2.2,2.06,2.22,0.8,0.2,0.5,0.3,9,5,4,5,5,5,5,4,59.34,0,34.1,39.89,0,17.92,93.66,2.3,52.68,71.998907,32.710383,72.842623,45.349727,0,38.131148,77.474317,73.127869,90.268852,30.71,0,0,23.83,0,0,41.42,0,0
1517,7,23,92,-21,21,23,69,13,202,169,78,373,1.99,2.2,1.91,2.22,0.8,0.2,0.5,0.3,9,5,4,5,4,5,5,4,58.36,0,33.88,40.22,0,19.45,93.22,1.42,51.69,71.981421,32.634973,72.901639,45.398907,0,38.567213,76.923497,73.213115,90.345355,30.71,0,0,24.04,0,0,40.44,0,0
1518,8,23,39,-16,4,21,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,8,28,77,-16,4,25,72,3,218,381,98,338,2.03,1.11,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.56,0,14.92,24.51,0,0,93.68,39.11,70.92,43.117647,0.065359,42.04793,34.162309,0,22.104575,81.246187,80.739651,91.471678,14.71,0,0,15.58,0,0,54.79,9.15,4.68
1520,7,23,92,-23,21,23,69,13,202,169,86,364,2.07,2.2,2.06,2.22,0.8,0.2,0.5,0.3,9,5,4,5,5,5,5,4,59.34,0,34.1,39.89,0,17.92,93.66,2.19,52.57,71.998907,32.710383,72.967213,45.35082,0,38.131148,77.472131,73.203279,90.277596,30.71,0,0,23.83,0,0,41.42,0,0
1521,8,23,39,-16,4,20,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,8,28,77,-16,4,25,72,3,218,381,98,338,2.03,1.11,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.56,0,14.92,24.51,0,0,93.57,39.11,70.92,43.117647,0.062092,42.052288,34.162309,0,22.094771,81.228758,80.739651,91.464052,14.71,0,0,15.58,0,0,54.79,9.15,4.68
1523,9,29,88,-17,5,25,72,24,303,429,75,313,2.01,1.51,0.11,1.93,0.1,0.1,0.2,0.3,7,5,3,6,4,5,5,4,24.14,0,0.73,17.06,0,0,94.37,15.79,56.08,66.475499,13.960073,48.65971,30.815789,0,12.596189,87.702359,78.130672,90.246824,13.25,0,0,13.52,0,0,44.28,1.91,0
1524,9,29,87,-16,5,24,72,24,307,436,75,344,2.03,1.51,0.11,2.17,0.1,0.1,0.2,0.3,2,4,4,7,4,5,5,4,25.68,0,0,17.79,0,0,96.37,20.15,57.17,64.712341,10.179673,40.875681,33.864791,0,11.090744,86.96461,78.024501,90.527223,13.52,0,0,15.52,0,0,45.74,3.27,0.27
1525,7,23,88,-12,21,23,69,13,202,169,86,364,2.07,2.2,2.06,2.22,0.8,0.2,0.5,0.3,9,5,4,5,5,5,5,4,63.79,0,36.44,42.41,0,20.46,95.06,0.57,55.29,74.858621,31.843678,76.888506,47.391954,0,40.47931,76.445977,68.654023,91.863218,29.77,0,0,24.94,0,0,45.29,0.92,0
1526,9,23,77,-16,4,25,72,22,218,381,94,338,2.03,1.11,0.11,1.98,0.1,0.1,0.2,0.3,6,5,1,2,4,5,5,4,34.77,0,6.67,3.92,0,0,94.51,68.76,77.91,71.728105,15.792157,50.060131,27.176471,0,11.175163,85.216993,85.132026,91.290196,16.21,0,0,6.93,0,0,60.39,16.34,8.1
1527,7,23,92,-21,21,23,69,13,202,169,78,373,1.99,2.2,1.91,2.22,0.8,0.2,0.5,0.3,9,5,4,5,4,5,5,4,58.36,0,33.88,40.22,0,19.45,93.22,1.53,51.69,71.981421,32.650273,72.901639,45.370492,0,38.707104,76.943169,73.302732,90.323497,30.71,0,0,24.04,0,0,40.44,0,0
1528,8,28,77,-16,4,25,72,3,218,381,98,338,2.03,1.11,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.56,0,14.81,24.51,0,0,93.57,39.11,70.92,43.117647,0.062092,42.160131,34.16122,0,22.125272,81.228758,80.739651,91.46732,14.71,0,0,15.58,0,0,54.79,9.15,4.68
1529,9,23,77,-16,4,25,72,22,218,381,94,338,2.03,1.11,0.11,1.98,0.1,0.1,0.2,0.3,6,5,1,2,4,5,5,4,34.77,0,6.67,3.92,0,0,94.51,68.76,77.91,71.728105,15.786928,50.060131,27.176471,0,11.192157,85.23268,85.132026,91.290196,16.21,0,0,6.93,0,0,60.39,16.34,8.1
1530,9,29,87,-16,5,24,72,24,307,436,75,344,2.03,1.51,0.11,2.17,0.1,0.1,0.2,0.3,2,4,2,7,4,5,5,4,25.86,0,5.81,18.42,0,0,96.37,19.96,56.72,64.252269,10.079855,46.352087,34.002722,0,13.794918,86.924682,77.727768,91.068058,13.52,0,0,15.52,0,0,45.74,3.27,0.27
1531,9,23,77,-16,4,25,72,22,218,381,98,338,2.03,1.11,0.11,1.8,0.1,0.1,0.3,0.3,3,5,1,2,1,5,5,4,30.2,0,11.5,14.12,0,0,92.81,68.5,79.22,68.054902,16.606536,58.124183,25.92549,0,15.76732,83.03268,85.126797,91.951634,17.65,0,0,11.5,0,0,63.27,16.34,8.1
1532,9,23,77,-16,4,25,72,22,218,381,94,338,2.03,1.11,0.11,1.98,0.1,0.1,0.2,0.3,6,5,1,2,4,5,5,4,34.77,0,6.67,3.92,0,0,94.51,68.76,77.91,71.728105,15.777778,50.060131,27.176471,0,11.179085,85.233987,85.132026,91.290196,16.21,0,0,6.93,0,0,60.39,16.34,8.1
1533,8,23,39,-16,4,20,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,8,28,77,-21,7,25,74,3,218,135,78,372,2.03,1.07,0.11,2.23,0.2,0.1,0.6,0.3,3,4,1,2,1,5,5,4,30.61,0,24.95,27.12,0,8.82,94.44,44.34,81.59,44.360566,0.003268,56.46732,37.62854,0,39.936819,81.208061,82.277778,93.250545,19.5,0,0,17.97,0,0,52.51,1.74,0
1535,9,29,87,-16,5,24,72,24,307,436,75,344,2.03,1.51,0.11,2.24,0.1,0.1,0.2,0.3,2,4,4,7,4,5,5,4,26.59,0,0,17.42,0,0,96.55,19.33,55.63,64.218693,9.754083,40.696007,33.266788,0,11.065336,86.960073,77.866606,90.614338,13.52,0,0,15.52,0,0,45.74,3.27,0.27
1536,9,29,88,-17,5,25,72,24,306,429,75,313,2.01,1.51,0.11,1.93,0.1,0.1,0.2,0.3,7,5,3,6,4,5,5,4,23.59,0,0.09,16.33,0,0,94.1,15.06,56.17,66.858439,13.639746,48.630672,30.818512,0,12.544465,87.569873,77.926497,90.370236,13.25,0,0,13.52,0,0,44.28,1.91,0
1537,8,28,77,-16,3,25,72,3,218,381,98,338,2.03,1.08,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.23,0,7.95,24.84,0,0,93.79,40.2,68.3,42.848584,0.040305,32.922658,34.277778,0,10.787582,81.025054,80.465142,90.041394,14.71,0,0,15.58,0,0,55.34,9.59,4.68
1538,7,23,88,-12,21,23,69,13,202,169,86,364,2.07,2.2,2.06,2.22,0.8,0.2,0.5,0.3,9,5,4,5,5,5,5,4,63.79,0,36.44,42.41,0,20.46,95.06,0.57,55.29,74.858621,31.843678,76.888506,47.342529,0,40.47931,76.445977,68.654023,91.863218,29.77,0,0,24.94,0,0,45.29,0.92,0
1539,7,23,92,-23,21,23,69,13,202,169,86,364,2.07,2.2,2.06,2.22,0.8,0.2,0.5,0.3,9,5,4,5,5,5,5,4,59.34,0,34.1,39.89,0,17.92,93.66,2.3,52.57,71.998907,32.710383,72.974863,45.340984,0,38.131148,77.472131,73.163934,90.268852,30.71,0,0,23.83,0,0,41.42,0,0
1540,7,23,75,-23,21,23,72,13,202,398,88,364,2.07,0.74,1.93,2.22,0.8,0.2,0.3,0.3,9,5,4,2,5,5,5,4,72.65,0,31.7,50.2,0,8.3,97.01,51.29,80.54,74.536054,36.621769,77.530612,57.423129,0,32.721088,72.491156,83.763265,93.246259,38.1,0,0,29.93,0,0,61.36,0,0
1541,8,23,39,-16,4,20,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,9,29,88,-17,5,25,73,24,306,429,75,344,2.01,1.51,0.11,1.91,0.1,0.1,0.2,0.3,7,5,3,6,4,5,5,4,23.87,0,0.36,16.15,0,0,94.46,15.7,54.9,66.705989,14.204174,49.525408,30.597096,0,12.563521,87.576225,77.928312,90.277677,13.52,0,0,13.52,0,0,44.28,1.91,0
1543,9,23,94,-16,4,25,68,22,218,152,92,338,2.03,2.55,0.11,1.98,0.1,0.1,0.5,0.3,6,5,1,5,4,5,5,4,25.59,0,13.44,3.33,0,0,82.9,0,34.41,62.266667,17.203226,52.378495,21.392473,0,19.436559,86.94086,67.084946,83.587097,13.23,0,0,5.59,0,0,28.17,0,0
1544,8,28,77,-16,3,25,68,3,218,381,98,338,2.03,1.08,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.67,0,7.95,24.29,0,0,93.79,38.34,68.19,43.095861,0.079521,32.859477,34.237473,0,10.70915,81.084967,80.632898,90.044662,14.71,0,0,15.58,0,0,55.34,9.59,4.68
1545,9,23,77,-16,4,25,72,18,218,381,98,338,2.03,1.11,0.11,1.8,0.1,0.1,0.3,0.3,3,5,1,2,1,5,5,4,30.33,0,8.5,12.68,0,0,92.81,65.88,79.35,66.111111,13.517647,52.71634,24.375163,0,15.359477,83.002614,84.833987,92.201307,17.52,0,0,11.5,0,0,63.27,16.34,8.1
1546,7,23,76,-12,20,25,69,13,214,175,86,361,2.03,2.2,2.29,2.17,0.8,0.2,0.6,0.3,9,5,4,5,5,5,5,4,74.4,0,46.93,48,0,29.33,97.2,20.67,71.6,75.462667,40.986667,84.084,56.116,0,53.264,74.541333,80.988,93.352,33.87,0,0,28,0,0,51.33,2.27,0
1547,9,23,90,-16,5,23,72,22,205,329,98,338,2.07,1.11,0.06,1.85,0.1,0.1,0.2,0.3,3,5,1,2,1,5,5,4,25.67,0,6.11,11.56,0,0,91.44,44.44,69.78,62.345556,14.986667,44.187778,21.397778,0,11.066667,83.867778,81.888889,89.55,14.33,0,0,9.78,0,0,57.89,16,0
1548,8,23,39,-16,4,20,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,8,28,77,-21,7,25,74,3,218,135,78,372,2.03,1.07,0.11,2.23,0.2,0.1,0.6,0.3,3,4,1,2,1,5,5,4,30.61,0,24.95,27.02,0,8.82,94.44,44.34,81.59,44.360566,0.003268,56.461874,37.624183,0,39.863834,81.165577,82.275599,93.250545,19.5,0,0,17.97,0,0,52.51,1.74,0
1550,9,23,77,-16,4,25,72,18,218,381,98,338,2.03,1.11,0.11,1.8,0.1,0.1,0.3,0.3,3,5,1,2,1,5,5,4,30.33,0,8.5,12.68,0,0,92.81,65.88,78.82,66.111111,13.517647,52.71634,24.345098,0,15.359477,82.985621,84.833987,92.194771,17.52,0,0,11.5,0,0,63.27,16.34,8.1
1551,9,23,90,-16,5,23,72,22,205,329,98,338,2.07,1.11,0.06,1.85,0.1,0.1,0.2,0.3,3,5,1,2,1,5,5,4,25.67,0,6.11,11.56,0,0,91.33,44.44,69.78,62.345556,14.971111,44.188889,21.4,0,11.111111,83.827778,81.888889,89.608889,14.33,0,0,9.78,0,0,57.89,16,0
1552,8,28,77,-21,7,25,74,3,218,135,78,372,2.03,1.07,0.11,2.23,0.2,0.1,0.6,0.3,3,4,1,2,1,5,5,4,30.61,0,24.95,27.67,0,8.82,94.34,44.34,81.7,44.360566,0.003268,56.461874,37.632898,0,39.892157,81.160131,82.277778,93.259259,19.5,0,0,17.97,0,0,52.51,1.74,0
1553,9,29,88,-17,5,25,73,24,306,429,75,344,2.01,1.51,0.11,1.91,0.1,0.1,0.2,0.3,7,5,3,6,4,5,5,4,23.87,0,0.45,16.15,0,0,94.28,15.7,54.9,66.705989,14.219601,49.518149,30.597096,0,12.575318,87.600726,77.928312,90.277677,13.52,0,0,13.52,0,0,44.28,1.91,0
1554,8,23,32,-16,4,26,69,29,215,178,86,358,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,5,5,5,4,100,4.44,96.19,100,0,37.46,100,92.7,99.05,49,74.968254,93.634921,58.495238,0.003175,79.55873,36.139683,92.11746,91.133333,90.48,1.9,4.13,84.76,0,0,90.79,22.54,13.02
1555,7,23,76,-12,20,19,57,13,190,385,84,273,2.03,2.2,2.29,2.17,0.8,0.2,0.6,0.3,9,5,4,5,4,5,5,4,72.53,0,44.8,47.07,0,27.87,95.33,0.93,61.33,75.541333,37.698667,82.718667,54.212,0,51.661333,75.864,71.062667,92.165333,33.33,0,0,26.8,0,0,46.4,0.8,0
1556,7,23,47,-23,21,23,58,13,202,398,88,276,2.07,0.74,1.8,2.22,0.8,0.2,0.3,0.3,9,4,4,2,5,5,5,4,99.35,0,53.76,82.58,0,17.42,100,76.56,92.9,70.208602,41.733333,90.352688,74.193548,0,57.834409,61.709677,89.643011,95.967742,58.06,0,0,47.1,0,0,81.51,8.39,0
1557,8,23,67,-16,4,20,69,29,215,388,83,357,2.01,1.49,1.94,1.84,0.8,0.2,0.6,0.5,3,5,1,2,4,5,5,4,97.12,5.45,54.55,64.55,0,0.3,100,73.33,84.09,72.012121,76.128788,89.180303,72.066667,0,35.14697,64.530303,87.74697,95.04697,51.67,3.33,0,39.7,0,0,68.64,5.45,1.36
1558,8,28,77,-16,3,25,68,3,218,381,98,338,2.03,1.08,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.67,0,8.06,24.29,0,0,93.79,38.34,68.19,43.095861,0.079521,32.854031,34.222222,0,10.680828,81.165577,80.632898,90.044662,14.71,0,0,15.58,0,0,55.34,9.59,4.68
1559,8,23,39,-16,4,20,69,29,215,388,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,8,28,77,-16,3,25,68,3,218,381,98,338,2.03,1.08,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.67,0,7.95,24.29,0,0,93.68,38.34,68.41,43.095861,0.08061,32.859477,34.223312,0,10.716776,81.067538,80.632898,90.039216,14.71,0,0,15.58,0,0,55.34,9.59,4.68
1561,8,23,39,-16,4,20,69,29,215,410,83,270,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,8,28,77,-16,3,25,73,3,218,381,98,338,2.03,1.11,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.89,0,8.28,24.51,0,0,93.9,39.87,68.19,43.127451,0.066449,33.038126,34.520697,0,10.860566,81.285403,80.556645,89.984749,14.71,0,0,15.58,0,0,54.79,9.15,4.68
1563,8,23,67,-16,4,18,69,29,215,388,83,357,2.01,1.62,1.94,1.84,0.8,0.2,0.6,0.5,3,5,1,2,4,5,5,4,96.97,6.21,53.94,64.55,0,0,99.85,63.18,81.97,72.240909,76.010606,89.213636,72.166667,0,34.531818,65.869697,85.55303,94.55,51.67,3.33,0,39.7,0,0,67.42,5.3,0
1564,9,23,77,-16,4,25,67,18,218,381,98,338,2.03,1.08,0.11,1.8,0.1,0.1,0.3,0.3,3,5,1,2,1,5,5,4,29.15,0,8.37,12.94,0,0,93.33,65.49,79.74,65.806536,13.448366,52.518954,23.83268,0,15.198693,82.836601,84.717647,91.862745,16.86,0,0,11.37,0,0,63.27,16.86,8.1
1565,7,23,76,-12,20,19,57,13,190,385,84,273,2.03,2.2,2.29,2.17,0.8,0.2,0.6,0.3,9,5,4,5,4,5,5,4,72.53,0,44.8,47.07,0,27.87,95.33,0.93,61.33,75.541333,37.698667,82.718667,54.212,0,51.597333,75.9,71.062667,92.165333,33.33,0,0,26.8,0,0,46.4,0.8,0
1566,9,23,90,-16,5,23,72,22,205,329,98,338,2.07,1.11,0.06,1.85,0.1,0.1,0.2,0.3,3,5,1,2,1,5,5,4,25.67,0,6.11,11.56,0,0,91.56,44.44,69.78,62.345556,14.961111,44.174444,21.406667,0,11.111111,83.857778,81.888889,89.608889,14.33,0,0,9.78,0,0,57.89,16,0
1567,7,23,47,-23,21,23,58,13,202,398,88,276,2.07,0.74,1.8,2.22,0.8,0.2,0.3,0.3,9,4,4,2,5,5,5,4,99.35,0,53.76,82.58,0,17.42,100,76.56,92.9,70.208602,41.733333,90.352688,74.193548,0,57.834409,61.709677,89.643011,95.967742,58.06,0,0,47.1,0,0,81.51,8.39,0
1568,8,28,77,-21,7,25,74,3,218,135,78,372,2.03,1.07,0.11,2.23,0.2,0.1,0.6,0.3,3,4,1,2,1,5,5,4,30.61,0,24.95,27.12,0,8.82,94.44,44.34,81.7,44.360566,0.003268,56.461874,37.619826,0,39.936819,81.16122,82.277778,93.246187,19.5,0,0,17.97,0,0,52.51,1.74,0
1569,8,23,32,-16,4,26,69,29,215,178,86,358,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,5,5,5,4,100,4.44,96.19,100,0,37.46,100,92.7,99.05,49,74.968254,93.634921,58.495238,0.003175,79.55873,36.139683,92.11746,91.133333,90.48,1.9,4.13,84.76,0,0,90.79,22.54,13.02
1570,8,28,77,-16,3,25,68,3,218,381,98,338,2.03,1.08,0.11,1.98,0.2,0.1,0.6,0.3,2,4,1,2,1,5,5,4,27.67,0,8.06,24.29,0,0,93.57,38.34,68.19,43.095861,0.08061,32.854031,34.235294,0,10.666667,81.190632,80.632898,90.044662,14.71,0,0,15.58,0,0,55.34,9.59,4.68
1571,9,23,77,-16,4,25,67,18,218,381,98,338,2.03,1.08,0.11,1.8,0.1,0.1,0.3,0.3,3,5,1,4,1,5,5,4,29.15,0,7.58,12.68,0,0,92.94,52.03,74.9,65.920261,13.547712,52.738562,23.849673,0,15.201307,83.375163,83.230065,91.589542,16.86,0,0,11.37,0,0,63.4,10.72,4.58
1572,8,28,77,-21,7,25,74,3,218,135,78,372,2.03,1.07,0.11,2.23,0.2,0.1,0.6,0.3,3,4,1,2,1,5,5,4,30.61,0,24.95,27.12,0,8.82,94.34,44.34,81.7,44.360566,0.003268,56.461874,37.62854,0,39.931373,81.160131,82.275599,93.246187,19.5,0,0,17.97,0,0,52.51,1.74,0
1573,8,23,32,-16,4,26,69,29,215,178,86,358,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,5,5,5,4,100,4.44,96.19,100,0,37.46,100,92.7,99.05,49,74.968254,93.634921,58.495238,0.003175,79.55873,36.139683,92.11746,91.133333,90.48,1.9,4.13,84.76,0,0,90.79,22.54,13.02
1574,7,23,76,-12,5,19,69,13,193,158,85,273,2.01,2.24,2.3,2.16,0.8,0.2,0.6,0.3,9,4,4,5,4,5,5,4,69.87,0,26.27,48.27,0,0.4,95.87,0.8,44.8,74.748,32.245333,68.961333,55.601333,0,30.129333,75.192,68.346667,88.726667,32.4,0,0,28,0,0,46.53,0.8,0
1575,8,24,32,-16,20,26,57,29,211,404,84,358,2.01,1.46,1.84,1.85,0.8,0.2,0.6,0.5,3,5,1,2,5,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,7,23,47,-23,21,25,58,17,217,398,115,276,2.03,0.74,1.94,2.19,0.1,0.2,0.3,0.3,9,4,1,2,2,5,5,4,58.28,0,46.45,5.81,0,0,93.33,79.78,89.68,84.916129,56.270968,89.666667,25.445161,0,58.021505,88.019355,90.301075,95.391398,21.72,0,0,7.1,0,0,48.6,10.32,0
1577,8,23,32,-16,4,26,69,29,215,178,86,358,2.01,1.49,1.86,1.84,0.8,0.2,0.6,0.5,3,4,1,2,5,5,5,4,100,4.44,96.19,100,0,37.46,100,92.7,99.05,49,74.968254,93.634921,58.495238,0.003175,79.55873,36.139683,92.11746,91.133333,90.48,1.9,4.13,84.76,0,0,90.79,22.54,13.02
1578,9,23,77,-16,4,25,67,18,218,381,98,338,2.03,1.08,0.11,1.8,0.1,0.1,0.3,0.3,3,5,1,2,1,5,5,4,29.15,0,8.37,12.94,0,0,93.33,65.49,79.74,65.806536,13.448366,52.666667,23.823529,0,15.198693,82.836601,84.717647,91.862745,16.86,0,0,11.37,0,0,63.27,16.86,8.1
