myIndex,roomNumber,FloorHeight,Width,Length,Rotation,SouthContextOffset,EastContextOffset,NorthContextOffset,WestContextOffset,SouthContextHeight,EastContextHeight,NorthContextHeight,WestContextHeight,SouthShadingDepth,EastShadingDepth,NorthShadingDepth,WestShadingDepth,NorthGlazingRatio,WestGlazingRatio,SouthGlazingRatio,EastGlazingRatio,NorthWindowHeight,WestWindowHeight,SouthWindowHeight,EastWindowHeight,NorthWindowSill,WestWindowSill,SouthWindowSill,EastWindowSill,sDA,UDI,ASE,sDABin,UDIBin,ASEBin,sDA_Category,UDI_Category,ASE_Category
0,0.0,4.0,5.666666666666667,27.333333333333332,-41.0,39.0,41.0,23.0,73.0,2.0,116.0,67.0,106.0,0.84,0.5,0.03,0.27,0.7,0.8,0.0,0.0,8.0,7.0,2.0,10.0,3.0,2.0,2.0,2.0,100.0,46.752525,78.62,"(91.47, 100.0]","(40.288, 64.719]","(41.09, 100.0]",4,2,4
1,0.0,4.0,5.666666666666667,27.333333333333332,-41.0,39.0,41.0,23.0,73.0,2.0,116.0,67.0,106.0,0.84,0.5,0.03,0.27,0.0,0.8,0.0,0.0,8.0,7.0,2.0,10.0,3.0,2.0,2.0,2.0,100.0,62.612795,49.66,"(91.47, 100.0]","(40.288, 64.719]","(41.09, 100.0]",4,2,4
2,0.0,4.0,5.666666666666667,27.333333333333332,-41.0,39.0,41.0,23.0,73.0,2.0,116.0,67.0,106.0,0.84,0.5,0.03,0.27,0.0,0.8,0.6,0.0,8.0,7.0,2.0,10.0,3.0,2.0,2.0,2.0,100.0,49.333333,50.84,"(91.47, 100.0]","(40.288, 64.719]","(41.09, 100.0]",4,2,4
3,0.0,4.0,5.666666666666667,27.333333333333332,-41.0,39.0,41.0,23.0,73.0,2.0,116.0,67.0,106.0,0.84,0.5,0.03,0.27,0.7,0.0,0.0,0.0,8.0,7.0,2.0,10.0,3.0,2.0,2.0,2.0,24.58,29.116162,13.3,"(16.03, 52.94]","(-0.001, 40.288]","(3.74, 16.56]",2,1,2
5,0.0,4.0,5.666666666666667,27.333333333333332,-41.0,39.0,41.0,23.0,73.0,2.0,116.0,67.0,106.0,0.84,0.5,0.03,0.27,0.0,0.0,0.6,0.0,8.0,7.0,2.0,10.0,3.0,2.0,2.0,2.0,29.46,40.277778,0.0,"(16.03, 52.94]","(-0.001, 40.288]","(-0.001, 3.74]",2,1,1
6,0.0,4.0,5.666666666666667,27.333333333333332,-41.0,39.0,41.0,23.0,73.0,2.0,116.0,67.0,106.0,0.84,0.5,0.03,0.27,0.7,0.0,0.0,0.8,8.0,7.0,2.0,10.0,3.0,2.0,2.0,2.0,100.0,58.979798,57.91,"(91.47, 100.0]","(40.288, 64.719]","(41.09, 100.0]",4,2,4
7,0.0,4.0,5.666666666666667,27.333333333333332,-41.0,39.0,41.0,23.0,73.0,2.0,116.0,67.0,106.0,0.84,0.5,0.03,0.27,0.0,0.0,0.0,0.8,8.0,7.0,2.0,10.0,3.0,2.0,2.0,2.0,100.0,75.006734,29.46,"(91.47, 100.0]","(64.719, 78.711]","(16.56, 41.09]",4,3,3
8,0.0,4.0,5.666666666666667,27.333333333333332,-41.0,39.0,41.0,23.0,73.0,2.0,116.0,67.0,106.0,0.84,0.5,0.03,0.27,0.0,0.0,0.6,0.8,8.0,7.0,2.0,10.0,3.0,2.0,2.0,2.0,100.0,65.617845,12.96,"(91.47, 100.0]","(64.719, 78.711]","(3.74, 16.56]",4,3,2
9,1.0,4.0,13.666666666666666,13.666666666666666,-36.0,27.0,69.0,69.0,3.0,7.0,16.0,128.0,144.0,1.5,2.78,2.23,1.47,0.8,0.4,0.0,0.0,7.0,6.0,6.0,10.0,1.0,3.0,2.0,0.0,73.11,84.489712,23.73,"(52.94, 91.47]","(78.711, 87.267]","(16.56, 41.09]",3,4,3
10,1.0,4.0,13.666666666666666,13.666666666666666,-36.0,27.0,69.0,69.0,3.0,7.0,16.0,128.0,144.0,1.5,2.78,2.23,1.47,0.0,0.4,0.0,0.0,7.0,6.0,6.0,10.0,1.0,3.0,2.0,0.0,0.55,11.42524,0.0,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
11,1.0,4.0,13.666666666666666,13.666666666666666,-36.0,27.0,69.0,69.0,3.0,7.0,16.0,128.0,144.0,1.5,2.78,2.23,1.47,0.0,0.4,0.5,0.0,7.0,6.0,6.0,10.0,1.0,3.0,2.0,0.0,55.83,85.932785,0.27,"(52.94, 91.47]","(78.711, 87.267]","(-0.001, 3.74]",3,4,1
12,1.0,4.0,13.666666666666666,13.666666666666666,-36.0,27.0,69.0,69.0,3.0,7.0,16.0,128.0,144.0,1.5,2.78,2.23,1.47,0.8,0.0,0.0,0.0,7.0,6.0,6.0,10.0,1.0,3.0,2.0,0.0,61.73,84.030178,20.03,"(52.94, 91.47]","(78.711, 87.267]","(16.56, 41.09]",3,4,3
14,1.0,4.0,13.666666666666666,13.666666666666666,-36.0,27.0,69.0,69.0,3.0,7.0,16.0,128.0,144.0,1.5,2.78,2.23,1.47,0.0,0.0,0.5,0.0,7.0,6.0,6.0,10.0,1.0,3.0,2.0,0.0,46.5,77.632373,0.0,"(16.03, 52.94]","(64.719, 78.711]","(-0.001, 3.74]",2,3,1
15,1.0,4.0,13.666666666666666,13.666666666666666,-36.0,27.0,69.0,69.0,3.0,7.0,16.0,128.0,144.0,1.5,2.78,2.23,1.47,0.8,0.0,0.0,0.1,7.0,6.0,6.0,10.0,1.0,3.0,2.0,0.0,75.17,84.544582,26.2,"(52.94, 91.47]","(78.711, 87.267]","(16.56, 41.09]",3,4,3
16,1.0,4.0,13.666666666666666,13.666666666666666,-36.0,27.0,69.0,69.0,3.0,7.0,16.0,128.0,144.0,1.5,2.78,2.23,1.47,0.0,0.0,0.0,0.1,7.0,6.0,6.0,10.0,1.0,3.0,2.0,0.0,0.55,11.161866,0.0,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
17,1.0,4.0,13.666666666666666,13.666666666666666,-36.0,27.0,69.0,69.0,3.0,7.0,16.0,128.0,144.0,1.5,2.78,2.23,1.47,0.0,0.0,0.5,0.1,7.0,6.0,6.0,10.0,1.0,3.0,2.0,0.0,57.75,86.801097,0.41,"(52.94, 91.47]","(78.711, 87.267]","(-0.001, 3.74]",3,4,1
18,2.0,8.0,5.666666666666667,13.666666666666666,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.1,0.6,0.0,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,82.15,90.579125,8.08,"(52.94, 91.47]","(87.267, 96.724]","(3.74, 16.56]",3,5,2
19,2.0,8.0,5.666666666666667,13.666666666666666,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.0,0.6,0.0,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,71.38,84.83165,0.0,"(52.94, 91.47]","(78.711, 87.267]","(-0.001, 3.74]",3,4,1
20,2.0,8.0,5.666666666666667,13.666666666666666,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.0,0.6,0.5,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,100.0,81.946128,0.0,"(91.47, 100.0]","(78.711, 87.267]","(-0.001, 3.74]",4,4,1
21,2.0,8.0,5.666666666666667,13.666666666666666,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.1,0.0,0.0,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,0.67,12.397306,1.01,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
23,2.0,8.0,5.666666666666667,13.666666666666666,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.0,0.0,0.5,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,78.79,92.508418,0.0,"(52.94, 91.47]","(87.267, 96.724]","(-0.001, 3.74]",3,5,1
24,2.0,8.0,5.666666666666667,13.666666666666666,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.1,0.0,0.0,0.7,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,100.0,25.252525,98.32,"(91.47, 100.0]","(-0.001, 40.288]","(41.09, 100.0]",4,1,4
25,2.0,8.0,5.666666666666667,13.666666666666666,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.0,0.0,0.0,0.7,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,100.0,26.882155,98.99,"(91.47, 100.0]","(-0.001, 40.288]","(41.09, 100.0]",4,1,4
26,2.0,8.0,5.666666666666667,13.666666666666666,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.0,0.0,0.5,0.7,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,100.0,17.050505,98.99,"(91.47, 100.0]","(-0.001, 40.288]","(41.09, 100.0]",4,1,4
27,3.0,6.0,30.0,26.666666666666668,-29.0,42.0,31.0,66.0,33.0,139.0,8.0,39.0,95.0,0.53,2.72,1.17,2.43,0.7,0.2,0.0,0.0,4.0,4.0,0.0,2.0,4.0,0.0,3.0,5.0,68.93,75.872642,28.3,"(52.94, 91.47]","(64.719, 78.711]","(16.56, 41.09]",3,3,3
28,3.0,6.0,30.0,26.666666666666668,-29.0,42.0,31.0,66.0,33.0,139.0,8.0,39.0,95.0,0.53,2.72,1.17,2.43,0.0,0.2,0.0,0.0,4.0,4.0,0.0,2.0,4.0,0.0,3.0,5.0,5.66,18.488327,0.16,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
29,3.0,6.0,30.0,26.666666666666668,-29.0,42.0,31.0,66.0,33.0,139.0,8.0,39.0,95.0,0.53,2.72,1.17,2.43,0.0,0.2,0.3,0.0,4.0,4.0,0.0,2.0,4.0,0.0,3.0,5.0,52.32,77.926127,0.35,"(16.03, 52.94]","(64.719, 78.711]","(-0.001, 3.74]",2,3,1
30,3.0,6.0,30.0,26.666666666666668,-29.0,42.0,31.0,66.0,33.0,139.0,8.0,39.0,95.0,0.53,2.72,1.17,2.43,0.7,0.0,0.0,0.0,4.0,4.0,0.0,2.0,4.0,0.0,3.0,5.0,54.56,70.173899,25.6,"(52.94, 91.47]","(64.719, 78.711]","(16.56, 41.09]",3,3,3
32,3.0,6.0,30.0,26.666666666666668,-29.0,42.0,31.0,66.0,33.0,139.0,8.0,39.0,95.0,0.53,2.72,1.17,2.43,0.0,0.0,0.3,0.0,4.0,4.0,0.0,2.0,4.0,0.0,3.0,5.0,39.91,65.201791,0.0,"(16.03, 52.94]","(64.719, 78.711]","(-0.001, 3.74]",2,3,1
33,3.0,6.0,30.0,26.666666666666668,-29.0,42.0,31.0,66.0,33.0,139.0,8.0,39.0,95.0,0.53,2.72,1.17,2.43,0.7,0.0,0.0,0.8,4.0,4.0,0.0,2.0,4.0,0.0,3.0,5.0,93.22,70.069396,38.54,"(91.47, 100.0]","(64.719, 78.711]","(16.56, 41.09]",4,3,3
34,3.0,6.0,30.0,26.666666666666668,-29.0,42.0,31.0,66.0,33.0,139.0,8.0,39.0,95.0,0.53,2.72,1.17,2.43,0.0,0.0,0.0,0.8,4.0,4.0,0.0,2.0,4.0,0.0,3.0,5.0,47.11,71.067477,12.06,"(16.03, 52.94]","(64.719, 78.711]","(3.74, 16.56]",2,3,2
35,3.0,6.0,30.0,26.666666666666668,-29.0,42.0,31.0,66.0,33.0,139.0,8.0,39.0,95.0,0.53,2.72,1.17,2.43,0.0,0.0,0.3,0.8,4.0,4.0,0.0,2.0,4.0,0.0,3.0,5.0,81.68,82.070995,12.34,"(52.94, 91.47]","(78.711, 87.267]","(3.74, 16.56]",3,4,2
36,4.0,5.0,15.666666666666666,18.0,-21.0,31.0,75.0,88.0,89.0,114.0,100.0,117.0,31.0,0.48,1.5,2.16,1.04,0.7,0.3,0.0,0.0,5.0,7.0,9.0,5.0,2.0,4.0,3.0,4.0,93.01,77.072581,39.96,"(91.47, 100.0]","(64.719, 78.711]","(16.56, 41.09]",4,3,3
37,4.0,5.0,15.666666666666666,18.0,-21.0,31.0,75.0,88.0,89.0,114.0,100.0,117.0,31.0,0.48,1.5,2.16,1.04,0.0,0.3,0.0,0.0,5.0,7.0,9.0,5.0,2.0,4.0,3.0,4.0,38.8,66.383513,17.2,"(16.03, 52.94]","(64.719, 78.711]","(16.56, 41.09]",2,3,3
38,4.0,5.0,15.666666666666666,18.0,-21.0,31.0,75.0,88.0,89.0,114.0,100.0,117.0,31.0,0.48,1.5,2.16,1.04,0.0,0.3,0.6,0.0,5.0,7.0,9.0,5.0,2.0,4.0,3.0,4.0,94.89,75.476703,18.28,"(91.47, 100.0]","(64.719, 78.711]","(16.56, 41.09]",4,3,3
39,4.0,5.0,15.666666666666666,18.0,-21.0,31.0,75.0,88.0,89.0,114.0,100.0,117.0,31.0,0.48,1.5,2.16,1.04,0.7,0.0,0.0,0.0,5.0,7.0,9.0,5.0,2.0,4.0,3.0,4.0,62.54,80.217742,23.57,"(52.94, 91.47]","(78.711, 87.267]","(16.56, 41.09]",3,4,3
41,4.0,5.0,15.666666666666666,18.0,-21.0,31.0,75.0,88.0,89.0,114.0,100.0,117.0,31.0,0.48,1.5,2.16,1.04,0.0,0.0,0.6,0.0,5.0,7.0,9.0,5.0,2.0,4.0,3.0,4.0,65.05,77.572581,0.0,"(52.94, 91.47]","(64.719, 78.711]","(-0.001, 3.74]",3,3,1
42,4.0,5.0,15.666666666666666,18.0,-21.0,31.0,75.0,88.0,89.0,114.0,100.0,117.0,31.0,0.48,1.5,2.16,1.04,0.7,0.0,0.0,0.8,5.0,7.0,9.0,5.0,2.0,4.0,3.0,4.0,100.0,66.183692,52.96,"(91.47, 100.0]","(64.719, 78.711]","(41.09, 100.0]",4,3,4
43,4.0,5.0,15.666666666666666,18.0,-21.0,31.0,75.0,88.0,89.0,114.0,100.0,117.0,31.0,0.48,1.5,2.16,1.04,0.0,0.0,0.0,0.8,5.0,7.0,9.0,5.0,2.0,4.0,3.0,4.0,76.16,84.271505,22.4,"(52.94, 91.47]","(78.711, 87.267]","(16.56, 41.09]",3,4,3
44,4.0,5.0,15.666666666666666,18.0,-21.0,31.0,75.0,88.0,89.0,114.0,100.0,117.0,31.0,0.48,1.5,2.16,1.04,0.0,0.0,0.6,0.8,5.0,7.0,9.0,5.0,2.0,4.0,3.0,4.0,100.0,68.166667,18.19,"(91.47, 100.0]","(64.719, 78.711]","(16.56, 41.09]",4,3,3
45,5.0,7.0,14.666666666666666,21.0,-27.0,30.0,48.0,89.0,6.0,38.0,36.0,136.0,79.0,2.72,1.08,2.86,1.66,0.0,0.1,0.0,0.0,9.0,10.0,1.0,7.0,3.0,1.0,5.0,3.0,0.57,10.260263,0.74,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
46,5.0,7.0,14.666666666666666,21.0,-27.0,30.0,48.0,89.0,6.0,38.0,36.0,136.0,79.0,2.72,1.08,2.86,1.66,0.0,0.1,0.0,0.0,9.0,10.0,1.0,7.0,3.0,1.0,5.0,3.0,0.0,6.167488,0.0,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
47,5.0,7.0,14.666666666666666,21.0,-27.0,30.0,48.0,89.0,6.0,38.0,36.0,136.0,79.0,2.72,1.08,2.86,1.66,0.0,0.1,0.7,0.0,9.0,10.0,1.0,7.0,3.0,1.0,5.0,3.0,73.48,88.093596,0.25,"(52.94, 91.47]","(87.267, 96.724]","(-0.001, 3.74]",3,5,1
48,5.0,7.0,14.666666666666666,21.0,-27.0,30.0,48.0,89.0,6.0,38.0,36.0,136.0,79.0,2.72,1.08,2.86,1.66,0.0,0.0,0.0,0.0,9.0,10.0,1.0,7.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
50,5.0,7.0,14.666666666666666,21.0,-27.0,30.0,48.0,89.0,6.0,38.0,36.0,136.0,79.0,2.72,1.08,2.86,1.66,0.0,0.0,0.7,0.0,9.0,10.0,1.0,7.0,3.0,1.0,5.0,3.0,67.7,84.206056,0.0,"(52.94, 91.47]","(78.711, 87.267]","(-0.001, 3.74]",3,4,1
51,5.0,7.0,14.666666666666666,21.0,-27.0,30.0,48.0,89.0,6.0,38.0,36.0,136.0,79.0,2.72,1.08,2.86,1.66,0.0,0.0,0.0,0.8,9.0,10.0,1.0,7.0,3.0,1.0,5.0,3.0,100.0,76.64532,36.95,"(91.47, 100.0]","(64.719, 78.711]","(16.56, 41.09]",4,3,3
52,5.0,7.0,14.666666666666666,21.0,-27.0,30.0,48.0,89.0,6.0,38.0,36.0,136.0,79.0,2.72,1.08,2.86,1.66,0.0,0.0,0.0,0.8,9.0,10.0,1.0,7.0,3.0,1.0,5.0,3.0,100.0,78.07225,35.47,"(91.47, 100.0]","(64.719, 78.711]","(16.56, 41.09]",4,3,3
53,5.0,7.0,14.666666666666666,21.0,-27.0,30.0,48.0,89.0,6.0,38.0,36.0,136.0,79.0,2.72,1.08,2.86,1.66,0.0,0.0,0.7,0.8,9.0,10.0,1.0,7.0,3.0,1.0,5.0,3.0,100.0,59.935961,32.76,"(91.47, 100.0]","(40.288, 64.719]","(16.56, 41.09]",4,2,3
54,6.0,3.0,12.333333333333334,19.666666666666668,-24.0,28.0,76.0,37.0,11.0,113.0,7.0,62.0,2.0,0.74,1.93,2.6,2.35,0.2,0.3,0.0,0.0,7.0,8.0,7.0,5.0,2.0,1.0,4.0,1.0,25.0,56.651709,2.46,"(16.03, 52.94]","(40.288, 64.719]","(-0.001, 3.74]",2,2,1
55,6.0,3.0,12.333333333333334,19.666666666666668,-24.0,28.0,76.0,37.0,11.0,113.0,7.0,62.0,2.0,0.74,1.93,2.6,2.35,0.0,0.3,0.0,0.0,7.0,8.0,7.0,5.0,2.0,1.0,4.0,1.0,12.93,39.941239,1.39,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
56,6.0,3.0,12.333333333333334,19.666666666666668,-24.0,28.0,76.0,37.0,11.0,113.0,7.0,62.0,2.0,0.74,1.93,2.6,2.35,0.0,0.3,0.9,0.0,7.0,8.0,7.0,5.0,2.0,1.0,4.0,1.0,66.24,76.09188,1.82,"(52.94, 91.47]","(64.719, 78.711]","(-0.001, 3.74]",3,3,1
57,6.0,3.0,12.333333333333334,19.666666666666668,-24.0,28.0,76.0,37.0,11.0,113.0,7.0,62.0,2.0,0.74,1.93,2.6,2.35,0.2,0.0,0.0,0.0,7.0,8.0,7.0,5.0,2.0,1.0,4.0,1.0,1.6,14.246795,0.32,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
59,6.0,3.0,12.333333333333334,19.666666666666668,-24.0,28.0,76.0,37.0,11.0,113.0,7.0,62.0,2.0,0.74,1.93,2.6,2.35,0.0,0.0,0.9,0.0,7.0,8.0,7.0,5.0,2.0,1.0,4.0,1.0,43.06,52.939103,0.0,"(16.03, 52.94]","(40.288, 64.719]","(-0.001, 3.74]",2,2,1
60,6.0,3.0,12.333333333333334,19.666666666666668,-24.0,28.0,76.0,37.0,11.0,113.0,7.0,62.0,2.0,0.74,1.93,2.6,2.35,0.2,0.0,0.0,0.6,7.0,8.0,7.0,5.0,2.0,1.0,4.0,1.0,48.61,84.03312,6.09,"(16.03, 52.94]","(78.711, 87.267]","(3.74, 16.56]",2,4,2
61,6.0,3.0,12.333333333333334,19.666666666666668,-24.0,28.0,76.0,37.0,11.0,113.0,7.0,62.0,2.0,0.74,1.93,2.6,2.35,0.0,0.0,0.0,0.6,7.0,8.0,7.0,5.0,2.0,1.0,4.0,1.0,38.35,75.96688,3.85,"(16.03, 52.94]","(64.719, 78.711]","(3.74, 16.56]",2,3,2
62,6.0,3.0,12.333333333333334,19.666666666666668,-24.0,28.0,76.0,37.0,11.0,113.0,7.0,62.0,2.0,0.74,1.93,2.6,2.35,0.0,0.0,0.9,0.6,7.0,8.0,7.0,5.0,2.0,1.0,4.0,1.0,76.5,79.907051,4.38,"(52.94, 91.47]","(78.711, 87.267]","(3.74, 16.56]",3,4,2
63,7.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.2,0.0,0.0,2.0,2.0,8.0,5.0,4.0,5.0,5.0,3.0,13.95,65.071317,2.78,"(-0.001, 16.03]","(64.719, 78.711]","(-0.001, 3.74]",1,3,1
64,7.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.2,0.0,0.0,2.0,2.0,8.0,5.0,4.0,5.0,5.0,3.0,7.01,57.242555,2.47,"(-0.001, 16.03]","(40.288, 64.719]","(-0.001, 3.74]",1,2,1
65,7.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.2,0.7,0.0,2.0,2.0,8.0,5.0,4.0,5.0,5.0,3.0,95.38,80.902429,3.29,"(91.47, 100.0]","(78.711, 87.267]","(-0.001, 3.74]",4,4,1
66,7.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.0,2.0,2.0,8.0,5.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
68,7.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.7,0.0,2.0,2.0,8.0,5.0,4.0,5.0,5.0,3.0,68.85,81.302508,0.0,"(52.94, 91.47]","(78.711, 87.267]","(-0.001, 3.74]",3,4,1
69,7.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.8,2.0,2.0,8.0,5.0,4.0,5.0,5.0,3.0,97.3,83.280956,22.92,"(91.47, 100.0]","(78.711, 87.267]","(16.56, 41.09]",4,4,3
70,7.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.8,2.0,2.0,8.0,5.0,4.0,5.0,5.0,3.0,88.79,83.077194,21.16,"(52.94, 91.47]","(78.711, 87.267]","(16.56, 41.09]",3,4,3
71,7.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.7,0.8,2.0,2.0,8.0,5.0,4.0,5.0,5.0,3.0,100.0,64.166928,11.56,"(91.47, 100.0]","(40.288, 64.719]","(3.74, 16.56]",4,2,2
72,10.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.2,0.0,0.0,2.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,3.25,53.336599,2.31,"(-0.001, 16.03]","(40.288, 64.719]","(-0.001, 3.74]",1,2,1
73,10.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.2,0.0,0.0,2.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,0.0,45.287226,2.19,"(-0.001, 16.03]","(40.288, 64.719]","(-0.001, 3.74]",1,2,1
74,10.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.2,0.7,0.0,2.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,93.26,81.287618,2.9,"(91.47, 100.0]","(78.711, 87.267]","(-0.001, 3.74]",4,4,1
75,10.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.0,2.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
77,10.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.7,0.0,2.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,68.61,81.294671,0.0,"(52.94, 91.47]","(78.711, 87.267]","(-0.001, 3.74]",3,4,1
78,10.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.8,2.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,97.22,83.257445,22.92,"(91.47, 100.0]","(78.711, 87.267]","(16.56, 41.09]",4,4,3
79,10.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.8,2.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,88.91,83.03174,21.16,"(52.94, 91.47]","(78.711, 87.267]","(16.56, 41.09]",3,4,3
80,10.0,8.0,22.333333333333332,29.333333333333332,-33.0,55.0,40.0,32.0,80.0,14.0,36.0,21.0,53.0,1.97,2.28,1.08,2.94,0.0,0.0,0.7,0.8,2.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,100.0,64.157132,11.56,"(91.47, 100.0]","(40.288, 64.719]","(3.74, 16.56]",4,2,2
81,13.0,8.0,5.666666666666667,13.0,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.1,0.6,0.0,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,83.64,90.712727,8.36,"(52.94, 91.47]","(87.267, 96.724]","(3.74, 16.56]",3,5,2
82,13.0,8.0,5.666666666666667,13.0,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.0,0.6,0.0,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,70.28,84.902098,0.0,"(52.94, 91.47]","(78.711, 87.267]","(-0.001, 3.74]",3,4,1
83,13.0,8.0,5.666666666666667,13.0,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.0,0.6,0.5,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,100.0,81.385455,0.0,"(91.47, 100.0]","(78.711, 87.267]","(-0.001, 3.74]",4,4,1
84,13.0,8.0,5.666666666666667,13.0,42.0,60.0,44.0,9.0,6.0,26.0,12.0,80.0,83.0,2.88,0.27,2.36,2.43,0.1,0.0,0.0,0.0,9.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,0.7,12.926573,1.4,"(-0.001, 16.03]","(-0.001, 40.288]","(-0.001, 3.74]",1,1,1
