myIndex,roomNumber,FloorHeight,Width,Length,Rotation,SouthContextOffset,EastContextOffset,NorthContextOffset,WestContextOffset,SouthContextHeight,EastContextHeight,NorthContextHeight,WestContextHeight,SouthShadingDepth,EastShadingDepth,NorthShadingDepth,WestShadingDepth,NorthGlazingRatio,WestGlazingRatio,SouthGlazingRatio,EastGlazingRatio,NorthWindowHeight,WestWindowHeight,SouthWindowHeight,EastWindowHeight,NorthWindowSill,WestWindowSill,SouthWindowSill,EastWindowSill,sDA,UDI,ASE,sDABin,UDIBin,ASEBin,sDA_Category,UDI_Category,ASE_Category
4651,46,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.0,0.0,0.0,0.8,5,7,9,5,2,4,3,4,100.0,76.097696,38.71,"(80.77, 100.0]","(73.968, 86.117]","(12.32, 38.71]",4,4,3
4652,46,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.0,0.0,0.6,0.8,5,7,9,5,2,4,3,4,100.0,39.488351,87.54,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4653,47,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.2,0.0,0.0,2,3,8,5,4,5,5,3,55.6,86.082288,20.61,"(38.67, 80.77]","(73.968, 86.117]","(12.32, 38.71]",3,4,3
4654,47,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.2,0.0,0.0,2,3,8,5,4,5,5,3,55.88,84.79232,20.61,"(38.67, 80.77]","(73.968, 86.117]","(12.32, 38.71]",3,4,3
4655,47,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.2,0.7,0.0,2,3,8,5,4,5,5,3,100.0,31.482759,83.58,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4656,47,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.0,2,3,8,5,4,5,5,3,0.0,0.0,0.0,"(-0.001, 12.3]","(-0.001, 29.653]","(-0.001, 0.858]",1,1,1
4658,47,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.7,0.0,2,3,8,5,4,5,5,3,100.0,46.693966,71.51,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4659,47,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.8,2,3,8,5,4,5,5,3,100.0,77.88558,32.95,"(80.77, 100.0]","(73.968, 86.117]","(12.32, 38.71]",4,4,3
4660,47,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.8,2,3,8,5,4,5,5,3,100.0,76.619122,36.17,"(80.77, 100.0]","(73.968, 86.117]","(12.32, 38.71]",4,4,3
4661,47,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.7,0.8,2,3,8,5,4,5,5,3,100.0,18.352273,92.36,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4662,48,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.0,0.0,9,3,6,3,3,4,4,4,80.77,93.835664,0.0,"(38.67, 80.77]","(86.117, 98.107]","(-0.001, 0.858]",3,5,1
4663,48,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.6,0.0,0.0,9,3,6,3,3,4,4,4,75.17,85.846154,0.0,"(38.67, 80.77]","(73.968, 86.117]","(-0.001, 0.858]",3,4,1
4664,48,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.6,0.5,0.0,9,3,6,3,3,4,4,4,100.0,36.346154,88.11,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4665,48,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.0,0.0,0.0,9,3,6,3,3,4,4,4,0.0,19.276224,0.0,"(-0.001, 12.3]","(-0.001, 29.653]","(-0.001, 0.858]",1,1,1
4667,48,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.0,0.5,0.0,9,3,6,3,3,4,4,4,100.0,57.118881,87.41,"(80.77, 100.0]","(53.629, 73.968]","(38.71, 100.0]",4,3,4
4668,48,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.0,0.0,0.7,9,3,6,3,3,4,4,4,100.0,40.174825,76.22,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4669,48,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.0,0.0,0.7,9,3,6,3,3,4,4,4,100.0,41.066434,76.22,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4670,48,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.0,0.5,0.7,9,3,6,3,3,4,4,4,100.0,11.157343,93.01,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4671,49,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.0,0.0,5,9,10,8,1,2,3,1,43.18,83.164773,12.78,"(38.67, 80.77]","(73.968, 86.117]","(12.32, 38.71]",3,4,3
4672,49,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.0,0.0,5,9,10,8,1,2,3,1,25.0,69.877841,9.66,"(12.3, 38.67]","(53.629, 73.968]","(0.858, 12.32]",2,3,2
4673,49,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.6,0.0,5,9,10,8,1,2,3,1,100.0,21.909091,94.6,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4674,49,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.0,5,9,10,8,1,2,3,1,0.0,0.0,0.0,"(-0.001, 12.3]","(-0.001, 29.653]","(-0.001, 0.858]",1,1,1
4676,49,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.6,0.0,5,9,10,8,1,2,3,1,100.0,43.352273,78.98,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4677,49,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.3,5,9,10,8,1,2,3,1,56.82,88.940341,11.65,"(38.67, 80.77]","(86.117, 98.107]","(0.858, 12.32]",3,5,2
4678,49,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.3,5,9,10,8,1,2,3,1,35.8,82.991477,9.66,"(12.3, 38.67]","(73.968, 86.117]","(0.858, 12.32]",2,4,2
4679,49,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.6,0.3,5,9,10,8,1,2,3,1,100.0,23.542614,90.91,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4680,50,8.333333,11.0,8.333333333333334,10.5,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.7,0.3,0.0,0.0,5,7,10,5,1,2,3,4,100.0,48.366477,27.27,"(80.77, 100.0]","(29.653, 53.629]","(12.32, 38.71]",4,2,3
4681,50,8.333333,11.0,8.333333333333334,10.5,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.0,0.3,0.0,0.0,5,7,10,5,1,2,3,4,57.95,89.125,25.0,"(38.67, 80.77]","(86.117, 98.107]","(12.32, 38.71]",3,5,3
4682,50,8.333333,11.0,8.333333333333334,10.5,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.0,0.3,0.6,0.0,5,7,10,5,1,2,3,4,100.0,26.315341,96.59,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4683,50,8.333333,11.0,8.333333333333334,10.5,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.7,0.0,0.0,0.0,5,7,10,5,1,2,3,4,100.0,78.409091,0.0,"(80.77, 100.0]","(73.968, 86.117]","(-0.001, 0.858]",4,4,1
4685,50,8.333333,11.0,8.333333333333334,10.5,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.0,0.0,0.6,0.0,5,7,10,5,1,2,3,4,100.0,55.375,73.86,"(80.77, 100.0]","(53.629, 73.968]","(38.71, 100.0]",4,3,4
4686,50,8.333333,11.0,8.333333333333334,10.5,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.7,0.0,0.0,0.4,5,7,10,5,1,2,3,4,100.0,55.875,6.82,"(80.77, 100.0]","(53.629, 73.968]","(0.858, 12.32]",4,3,2
4687,50,8.333333,11.0,8.333333333333334,10.5,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.0,0.0,0.0,0.4,5,7,10,5,1,2,3,4,76.14,91.022727,8.24,"(38.67, 80.77]","(86.117, 98.107]","(0.858, 12.32]",3,5,2
4688,50,8.333333,11.0,8.333333333333334,10.5,27,76,94,70,112,99,145,73,0.48,2.27,2.13,1.03,0.0,0.0,0.6,0.4,5,7,10,5,1,2,3,4,100.0,30.673295,95.45,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4689,51,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.0,0.0,9,3,6,3,3,4,4,4,80.77,93.835664,0.0,"(38.67, 80.77]","(86.117, 98.107]","(-0.001, 0.858]",3,5,1
4690,51,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.6,0.0,0.0,9,3,6,3,3,4,4,4,75.17,85.877622,0.0,"(38.67, 80.77]","(73.968, 86.117]","(-0.001, 0.858]",3,4,1
4691,51,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.6,0.5,0.0,9,3,6,3,3,4,4,4,100.0,36.346154,88.11,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4692,51,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.0,0.0,0.0,9,3,6,3,3,4,4,4,0.0,19.22028,0.0,"(-0.001, 12.3]","(-0.001, 29.653]","(-0.001, 0.858]",1,1,1
4694,51,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.0,0.5,0.0,9,3,6,3,3,4,4,4,100.0,57.118881,87.41,"(80.77, 100.0]","(53.629, 73.968]","(38.71, 100.0]",4,3,4
4695,51,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.0,0.0,0.7,9,3,6,3,3,4,4,4,100.0,40.174825,76.22,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4696,51,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.0,0.0,0.7,9,3,6,3,3,4,4,4,100.0,41.066434,76.22,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4697,51,13.333333,5.666666666666667,13.0,-21.0,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.0,0.0,0.5,0.7,9,3,6,3,3,4,4,4,100.0,11.143357,93.01,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4698,52,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.2,0.0,0.0,2,3,8,5,4,5,5,3,55.6,86.082288,20.61,"(38.67, 80.77]","(73.968, 86.117]","(12.32, 38.71]",3,4,3
4699,52,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.2,0.0,0.0,2,3,8,5,4,5,5,3,55.92,84.778997,20.61,"(38.67, 80.77]","(73.968, 86.117]","(12.32, 38.71]",3,4,3
4700,52,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.2,0.7,0.0,2,3,8,5,4,5,5,3,100.0,31.48511,83.58,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4701,52,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.0,2,3,8,5,4,5,5,3,0.0,0.0,0.0,"(-0.001, 12.3]","(-0.001, 29.653]","(-0.001, 0.858]",1,1,1
4703,52,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.7,0.0,2,3,8,5,4,5,5,3,100.0,46.692398,71.51,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4704,52,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.8,2,3,8,5,4,5,5,3,100.0,77.867947,32.95,"(80.77, 100.0]","(73.968, 86.117]","(12.32, 38.71]",4,4,3
4705,52,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.0,0.8,2,3,8,5,4,5,5,3,100.0,76.615204,36.17,"(80.77, 100.0]","(73.968, 86.117]","(12.32, 38.71]",4,4,3
4706,52,13.333333,22.333333333333332,29.333333333333332,16.5,55,40,32,80,14,36,21,53,1.97,2.28,1.08,2.94,0.0,0.0,0.7,0.8,2,3,8,5,4,5,5,3,100.0,18.357759,92.36,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4707,53,13.333333,5.666666666666667,13.666666666666666,-20.5,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.2,0.6,0.0,0.0,9,7,7,3,3,2,2,4,98.32,90.323232,0.34,"(80.77, 100.0]","(86.117, 98.107]","(-0.001, 0.858]",4,5,1
4708,53,13.333333,5.666666666666667,13.666666666666666,-20.5,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.0,0.6,0.0,0.0,9,7,7,3,3,2,2,4,90.91,88.525253,0.67,"(80.77, 100.0]","(86.117, 98.107]","(-0.001, 0.858]",4,5,1
4709,53,13.333333,5.666666666666667,13.666666666666666,-20.5,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.0,0.6,0.6,0.0,9,7,7,3,3,2,2,4,100.0,20.670034,96.3,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4710,53,13.333333,5.666666666666667,13.666666666666666,-20.5,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.2,0.0,0.0,0.0,9,7,7,3,3,2,2,4,8.08,63.195286,0.0,"(-0.001, 12.3]","(53.629, 73.968]","(-0.001, 0.858]",1,3,1
4712,53,13.333333,5.666666666666667,13.666666666666666,-20.5,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.0,0.0,0.6,0.0,9,7,7,3,3,2,2,4,100.0,41.410774,90.91,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4713,53,13.333333,5.666666666666667,13.666666666666666,-20.5,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.2,0.0,0.0,0.8,9,7,7,3,3,2,2,4,100.0,36.316498,74.75,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4714,53,13.333333,5.666666666666667,13.666666666666666,-20.5,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.0,0.0,0.0,0.8,9,7,7,3,3,2,2,4,100.0,38.643098,76.77,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4715,53,13.333333,5.666666666666667,13.666666666666666,-20.5,59,41,23,6,2,116,75,81,2.86,0.5,0.03,0.27,0.0,0.0,0.6,0.8,9,7,7,3,3,2,2,4,100.0,8.195286,96.3,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4716,54,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.0,0.0,5,9,10,8,1,2,3,1,43.18,83.164773,12.78,"(38.67, 80.77]","(73.968, 86.117]","(12.32, 38.71]",3,4,3
4717,54,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.0,0.0,5,9,10,8,1,2,3,1,25.0,69.877841,9.66,"(12.3, 38.67]","(53.629, 73.968]","(0.858, 12.32]",2,3,2
4718,54,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.6,0.0,5,9,10,8,1,2,3,1,100.0,21.909091,94.6,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4719,54,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.0,5,9,10,8,1,2,3,1,0.0,0.0,0.0,"(-0.001, 12.3]","(-0.001, 29.653]","(-0.001, 0.858]",1,1,1
4721,54,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.6,0.0,5,9,10,8,1,2,3,1,100.0,43.352273,78.98,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4722,54,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.3,5,9,10,8,1,2,3,1,56.82,88.940341,11.65,"(38.67, 80.77]","(86.117, 98.107]","(0.858, 12.32]",3,5,2
4723,54,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.3,5,9,10,8,1,2,3,1,35.8,82.991477,9.66,"(12.3, 38.67]","(73.968, 86.117]","(0.858, 12.32]",2,4,2
4724,54,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.6,0.3,5,9,10,8,1,2,3,1,100.0,23.542614,90.91,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4725,55,6.666667,5.666666666666667,27.333333333333332,20.5,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.7,0.8,0.0,0.0,8,7,2,10,3,2,2,2,100.0,28.888889,66.5,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4726,55,6.666667,5.666666666666667,27.333333333333332,20.5,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.0,0.8,0.0,0.0,8,7,2,10,3,2,2,2,100.0,34.343434,85.69,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4727,55,6.666667,5.666666666666667,27.333333333333332,20.5,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.0,0.8,0.6,0.0,8,7,2,10,3,2,2,2,100.0,14.486532,98.15,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4728,55,6.666667,5.666666666666667,27.333333333333332,20.5,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.7,0.0,0.0,0.0,8,7,2,10,3,2,2,2,28.62,42.207071,0.0,"(12.3, 38.67]","(29.653, 53.629]","(-0.001, 0.858]",2,2,1
4730,55,6.666667,5.666666666666667,27.333333333333332,20.5,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.0,0.0,0.6,0.0,8,7,2,10,3,2,2,2,53.54,57.338384,27.78,"(38.67, 80.77]","(53.629, 73.968]","(12.32, 38.71]",3,3,3
4731,55,6.666667,5.666666666666667,27.333333333333332,20.5,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.7,0.0,0.0,0.8,8,7,2,10,3,2,2,2,100.0,43.902357,30.13,"(80.77, 100.0]","(29.653, 53.629]","(12.32, 38.71]",4,2,3
4732,55,6.666667,5.666666666666667,27.333333333333332,20.5,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.0,0.0,0.0,0.8,8,7,2,10,3,2,2,2,100.0,48.382155,49.66,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4733,55,6.666667,5.666666666666667,27.333333333333332,20.5,39,41,23,73,2,116,75,106,0.84,0.5,0.15,0.27,0.0,0.0,0.6,0.8,8,7,2,10,3,2,2,2,100.0,19.835017,96.46,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4734,56,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.3,0.0,0.0,5,7,9,5,2,4,3,4,100.0,75.87276,28.14,"(80.77, 100.0]","(73.968, 86.117]","(12.32, 38.71]",4,4,3
4735,56,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.0,0.3,0.0,0.0,5,7,9,5,2,4,3,4,68.1,87.679211,28.49,"(38.67, 80.77]","(86.117, 98.107]","(12.32, 38.71]",3,5,3
4736,56,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.0,0.3,0.6,0.0,5,7,9,5,2,4,3,4,100.0,55.87724,69.8,"(80.77, 100.0]","(53.629, 73.968]","(38.71, 100.0]",4,3,4
4737,56,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.0,0.0,0.0,5,7,9,5,2,4,3,4,97.94,95.87276,0.0,"(80.77, 100.0]","(86.117, 98.107]","(-0.001, 0.858]",4,5,1
4739,56,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.0,0.0,0.6,0.0,5,7,9,5,2,4,3,4,88.17,75.671147,35.75,"(80.77, 100.0]","(73.968, 86.117]","(12.32, 38.71]",4,4,3
4740,56,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.7,0.0,0.0,0.8,5,7,9,5,2,4,3,4,100.0,56.481183,33.24,"(80.77, 100.0]","(53.629, 73.968]","(12.32, 38.71]",4,3,3
4741,56,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.0,0.0,0.0,0.8,5,7,9,5,2,4,3,4,100.0,76.097696,38.71,"(80.77, 100.0]","(73.968, 86.117]","(12.32, 38.71]",4,4,3
4742,56,8.333333,15.666666666666666,18.0,10.5,31,75,88,89,114,100,117,31,0.48,1.5,2.16,1.04,0.0,0.0,0.6,0.8,5,7,9,5,2,4,3,4,100.0,39.488351,87.54,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4743,57,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.0,0.0,5,9,10,8,1,2,3,1,43.18,83.164773,12.78,"(38.67, 80.77]","(73.968, 86.117]","(12.32, 38.71]",3,4,3
4744,57,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.0,0.0,5,9,10,8,1,2,3,1,25.0,69.877841,9.66,"(12.3, 38.67]","(53.629, 73.968]","(0.858, 12.32]",2,3,2
4745,57,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.2,0.6,0.0,5,9,10,8,1,2,3,1,100.0,21.909091,94.6,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4746,57,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.0,5,9,10,8,1,2,3,1,0.0,0.0,0.0,"(-0.001, 12.3]","(-0.001, 29.653]","(-0.001, 0.858]",1,1,1
4748,57,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.6,0.0,5,9,10,8,1,2,3,1,100.0,43.352273,78.98,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4749,57,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.3,5,9,10,8,1,2,3,1,56.82,88.940341,11.65,"(38.67, 80.77]","(86.117, 98.107]","(0.858, 12.32]",3,5,2
4750,57,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.0,0.3,5,9,10,8,1,2,3,1,35.8,82.991477,9.66,"(12.3, 38.67]","(73.968, 86.117]","(0.858, 12.32]",2,4,2
4751,57,6.666667,11.0,8.333333333333334,11.5,90,86,12,70,80,80,145,77,1.95,2.38,0.5,1.21,0.0,0.0,0.6,0.3,5,9,10,8,1,2,3,1,100.0,23.542614,90.91,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4752,58,6.666667,5.666666666666667,27.333333333333332,20.5,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.0,0.0,8,7,2,10,3,2,2,2,100.0,28.96633,66.5,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4753,58,6.666667,5.666666666666667,27.333333333333332,20.5,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.0,0.8,0.0,0.0,8,7,2,10,3,2,2,2,100.0,34.164983,85.69,"(80.77, 100.0]","(29.653, 53.629]","(38.71, 100.0]",4,2,4
4754,58,6.666667,5.666666666666667,27.333333333333332,20.5,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.0,0.8,0.6,0.0,8,7,2,10,3,2,2,2,100.0,14.40404,98.15,"(80.77, 100.0]","(-0.001, 29.653]","(38.71, 100.0]",4,1,4
4755,58,6.666667,5.666666666666667,27.333333333333332,20.5,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.0,0.0,0.0,8,7,2,10,3,2,2,2,28.79,42.20202,0.0,"(12.3, 38.67]","(29.653, 53.629]","(-0.001, 0.858]",2,2,1
